854099707,238.76,-6.62
854132320,238.35,-12.60
854232322,238.35," 0.0"
855857829,238.76,16.13
855887005,239.58,28.17
855916623,240.82,41.62
855967941,240.82,0.00
855988072,240.41,-20.41
856024128,239.58,-22.80
856055843,238.76,-25.92
856089888,237.94,-24.14
856189890,237.94," 0.0"
856236854,238.35,8.75
856285198,238.76,8.50
856325386,239.17,10.23
856357349,239.99,25.71
856380678,240.82,35.23
856445006,240.82,0.00
856468128,239.99,-35.55
856488648,238.76,-60.08
856588650,238.76," 0.0"
862481120,238.76,0.00
862625922,239.17,9.17
862725925,239.17," 0.0"
863494206,239.58,6.02
863594207,239.58," 0.0"
864529335,239.99,11.71
864629338,239.99," 0.0"
866602458,240.82,11.25
866693151,241.23,4.53
866723657,241.64,13.47
866752396,242.46,28.60
866776976,243.69,50.16
866803600,244.93,46.31
866831392,246.16,44.36
866857795,247.39,46.69
866884264,248.62,46.58
866913981,249.45,27.66
867013983,249.45," 0.0"
867840842,249.86,15.31
867940843,249.86," 0.0"
868493318,250.27,7.83
868593320,250.27," 0.0"
869966752,250.68,5.60
870066753,250.68," 0.0"
870632885,251.09,6.22
870732887,251.09," 0.0"
871289555,251.50,7.25
871338142,251.91,8.46
871389219,252.32,8.05
871489221,252.32," 0.0"
871522826,253.15,24.46
871565246,253.97,19.38
871597789,254.79,25.26
871623573,255.61,31.88
871650602,256.43,30.41
871671573,256.84,19.60
871698745,257.25,15.12
871726216,257.67,14.96
871751562,258.08,16.21
871784111,258.90,25.25
871815089,259.72,26.53
871836301,260.13,19.37
871859815,260.54,17.48
871900462,260.95,10.11
871945478,261.36,9.13
871995327,261.77,8.24
872015383,262.19,20.49
872068270,263.01,15.54
872150498,263.42,5.00
872185538,264.24,23.46
872212808,265.06,30.14
872243120,265.88,27.11
872275173,266.30,12.82
872306262,266.71,13.22
872331571,267.12,16.24
872357393,267.53,15.91
872379243,267.94,18.81
872405996,268.35,15.36
872439817,268.76,12.15
872463202,269.17,17.57
872493288,269.99,27.32
872584666,270.82,8.99
872658580,271.23,5.56
872758583,271.23," 0.0"
873119572,271.64,6.74
873190745,272.05,5.77
873225209,272.46,11.92
873247566,272.87,18.38
873285791,273.28,10.75
873340660,273.69,7.49
873411367,274.10,5.81
873460907,274.51,8.30
873488963,274.93,14.65
873512042,275.34,17.81
873543861,275.75,12.92
873643863,275.75," 0.0"
873831305,276.16,4.70
873931307,276.16," 0.0"
